rubric,item_id,group,item,project,cohort,generation_rep,rating,score,item_max,score_type,state,repeat_ratings_disagree
rubric10-semantic,E3.5,Data Reuse and Interoperability,"Use Guidance Provided (intended, prohibited uses)",VOICE,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E3.5,Data Reuse and Interoperability,"Use Guidance Provided (intended, prohibited uses)",VOICE,v7,2,1,1,1,binary,scored,
rubric10-semantic,E3.5,Data Reuse and Interoperability,"Use Guidance Provided (intended, prohibited uses)",VOICE,v7,3,1,1,1,binary,scored,
rubric10-semantic,E3.5,Data Reuse and Interoperability,"Use Guidance Provided (intended, prohibited uses)",VOICE,v8,1,1,1,1,binary,scored,
rubric10-semantic,E3.5,Data Reuse and Interoperability,"Use Guidance Provided (intended, prohibited uses)",VOICE,v8,2,1,1,1,binary,scored,
rubric10-semantic,E3.5,Data Reuse and Interoperability,"Use Guidance Provided (intended, prohibited uses)",VOICE,v8,3,1,1,1,binary,scored,
rubric10-semantic,E4.1,Ethical Use and Privacy Safeguards,IRB or Ethics Review and Data Protection Impact,AI_READI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E4.1,Ethical Use and Privacy Safeguards,IRB or Ethics Review and Data Protection Impact,AI_READI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E4.1,Ethical Use and Privacy Safeguards,IRB or Ethics Review and Data Protection Impact,AI_READI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E4.1,Ethical Use and Privacy Safeguards,IRB or Ethics Review and Data Protection Impact,AI_READI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E4.1,Ethical Use and Privacy Safeguards,IRB or Ethics Review and Data Protection Impact,AI_READI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E4.1,Ethical Use and Privacy Safeguards,IRB or Ethics Review and Data Protection Impact,AI_READI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E4.1,Ethical Use and Privacy Safeguards,IRB or Ethics Review and Data Protection Impact,CHORUS,v7,1,1,0,1,binary,scored,no
rubric10-semantic,E4.1,Ethical Use and Privacy Safeguards,IRB or Ethics Review and Data Protection Impact,CHORUS,v7,2,1,0,1,binary,scored,
rubric10-semantic,E4.1,Ethical Use and Privacy Safeguards,IRB or Ethics Review and Data Protection Impact,CHORUS,v7,3,1,0,1,binary,scored,
rubric10-semantic,E4.1,Ethical Use and Privacy Safeguards,IRB or Ethics Review and Data Protection Impact,CHORUS,v8,1,1,0,1,binary,scored,
rubric10-semantic,E4.1,Ethical Use and Privacy Safeguards,IRB or Ethics Review and Data Protection Impact,CHORUS,v8,2,1,1,1,binary,scored,
rubric10-semantic,E4.1,Ethical Use and Privacy Safeguards,IRB or Ethics Review and Data Protection Impact,CHORUS,v8,3,1,0,1,binary,scored,
rubric10-semantic,E4.1,Ethical Use and Privacy Safeguards,IRB or Ethics Review and Data Protection Impact,CM4AI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E4.1,Ethical Use and Privacy Safeguards,IRB or Ethics Review and Data Protection Impact,CM4AI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E4.1,Ethical Use and Privacy Safeguards,IRB or Ethics Review and Data Protection Impact,CM4AI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E4.1,Ethical Use and Privacy Safeguards,IRB or Ethics Review and Data Protection Impact,CM4AI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E4.1,Ethical Use and Privacy Safeguards,IRB or Ethics Review and Data Protection Impact,CM4AI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E4.1,Ethical Use and Privacy Safeguards,IRB or Ethics Review and Data Protection Impact,CM4AI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E4.1,Ethical Use and Privacy Safeguards,IRB or Ethics Review and Data Protection Impact,VOICE,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E4.1,Ethical Use and Privacy Safeguards,IRB or Ethics Review and Data Protection Impact,VOICE,v7,2,1,1,1,binary,scored,
rubric10-semantic,E4.1,Ethical Use and Privacy Safeguards,IRB or Ethics Review and Data Protection Impact,VOICE,v7,3,1,1,1,binary,scored,
rubric10-semantic,E4.1,Ethical Use and Privacy Safeguards,IRB or Ethics Review and Data Protection Impact,VOICE,v8,1,1,1,1,binary,scored,
rubric10-semantic,E4.1,Ethical Use and Privacy Safeguards,IRB or Ethics Review and Data Protection Impact,VOICE,v8,2,1,1,1,binary,scored,
rubric10-semantic,E4.1,Ethical Use and Privacy Safeguards,IRB or Ethics Review and Data Protection Impact,VOICE,v8,3,1,1,1,binary,scored,
rubric10-semantic,E4.2,Ethical Use and Privacy Safeguards,Deidentification Method Described,AI_READI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E4.2,Ethical Use and Privacy Safeguards,Deidentification Method Described,AI_READI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E4.2,Ethical Use and Privacy Safeguards,Deidentification Method Described,AI_READI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E4.2,Ethical Use and Privacy Safeguards,Deidentification Method Described,AI_READI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E4.2,Ethical Use and Privacy Safeguards,Deidentification Method Described,AI_READI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E4.2,Ethical Use and Privacy Safeguards,Deidentification Method Described,AI_READI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E4.2,Ethical Use and Privacy Safeguards,Deidentification Method Described,CHORUS,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E4.2,Ethical Use and Privacy Safeguards,Deidentification Method Described,CHORUS,v7,2,1,1,1,binary,scored,
rubric10-semantic,E4.2,Ethical Use and Privacy Safeguards,Deidentification Method Described,CHORUS,v7,3,1,1,1,binary,scored,
rubric10-semantic,E4.2,Ethical Use and Privacy Safeguards,Deidentification Method Described,CHORUS,v8,1,1,1,1,binary,scored,
rubric10-semantic,E4.2,Ethical Use and Privacy Safeguards,Deidentification Method Described,CHORUS,v8,2,1,1,1,binary,scored,
rubric10-semantic,E4.2,Ethical Use and Privacy Safeguards,Deidentification Method Described,CHORUS,v8,3,1,1,1,binary,scored,
rubric10-semantic,E4.2,Ethical Use and Privacy Safeguards,Deidentification Method Described,CM4AI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E4.2,Ethical Use and Privacy Safeguards,Deidentification Method Described,CM4AI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E4.2,Ethical Use and Privacy Safeguards,Deidentification Method Described,CM4AI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E4.2,Ethical Use and Privacy Safeguards,Deidentification Method Described,CM4AI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E4.2,Ethical Use and Privacy Safeguards,Deidentification Method Described,CM4AI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E4.2,Ethical Use and Privacy Safeguards,Deidentification Method Described,CM4AI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E4.2,Ethical Use and Privacy Safeguards,Deidentification Method Described,VOICE,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E4.2,Ethical Use and Privacy Safeguards,Deidentification Method Described,VOICE,v7,2,1,1,1,binary,scored,
rubric10-semantic,E4.2,Ethical Use and Privacy Safeguards,Deidentification Method Described,VOICE,v7,3,1,1,1,binary,scored,
rubric10-semantic,E4.2,Ethical Use and Privacy Safeguards,Deidentification Method Described,VOICE,v8,1,1,1,1,binary,scored,
rubric10-semantic,E4.2,Ethical Use and Privacy Safeguards,Deidentification Method Described,VOICE,v8,2,1,1,1,binary,scored,
rubric10-semantic,E4.2,Ethical Use and Privacy Safeguards,Deidentification Method Described,VOICE,v8,3,1,1,1,binary,scored,
rubric10-semantic,E4.3,Ethical Use and Privacy Safeguards,Privacy Protections and Re-identification Risk Assessment,AI_READI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E4.3,Ethical Use and Privacy Safeguards,Privacy Protections and Re-identification Risk Assessment,AI_READI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E4.3,Ethical Use and Privacy Safeguards,Privacy Protections and Re-identification Risk Assessment,AI_READI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E4.3,Ethical Use and Privacy Safeguards,Privacy Protections and Re-identification Risk Assessment,AI_READI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E4.3,Ethical Use and Privacy Safeguards,Privacy Protections and Re-identification Risk Assessment,AI_READI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E4.3,Ethical Use and Privacy Safeguards,Privacy Protections and Re-identification Risk Assessment,AI_READI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E4.3,Ethical Use and Privacy Safeguards,Privacy Protections and Re-identification Risk Assessment,CHORUS,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E4.3,Ethical Use and Privacy Safeguards,Privacy Protections and Re-identification Risk Assessment,CHORUS,v7,2,1,0,1,binary,scored,
rubric10-semantic,E4.3,Ethical Use and Privacy Safeguards,Privacy Protections and Re-identification Risk Assessment,CHORUS,v7,3,1,1,1,binary,scored,
rubric10-semantic,E4.3,Ethical Use and Privacy Safeguards,Privacy Protections and Re-identification Risk Assessment,CHORUS,v8,1,1,1,1,binary,scored,
rubric10-semantic,E4.3,Ethical Use and Privacy Safeguards,Privacy Protections and Re-identification Risk Assessment,CHORUS,v8,2,1,1,1,binary,scored,
rubric10-semantic,E4.3,Ethical Use and Privacy Safeguards,Privacy Protections and Re-identification Risk Assessment,CHORUS,v8,3,1,1,1,binary,scored,
rubric10-semantic,E4.3,Ethical Use and Privacy Safeguards,Privacy Protections and Re-identification Risk Assessment,CM4AI,v7,1,1,,1,binary,not_applicable,no
rubric10-semantic,E4.3,Ethical Use and Privacy Safeguards,Privacy Protections and Re-identification Risk Assessment,CM4AI,v7,2,1,,1,binary,not_applicable,
rubric10-semantic,E4.3,Ethical Use and Privacy Safeguards,Privacy Protections and Re-identification Risk Assessment,CM4AI,v7,3,1,,1,binary,not_applicable,
rubric10-semantic,E4.3,Ethical Use and Privacy Safeguards,Privacy Protections and Re-identification Risk Assessment,CM4AI,v8,1,1,,1,binary,not_applicable,
rubric10-semantic,E4.3,Ethical Use and Privacy Safeguards,Privacy Protections and Re-identification Risk Assessment,CM4AI,v8,2,1,,1,binary,not_applicable,
rubric10-semantic,E4.3,Ethical Use and Privacy Safeguards,Privacy Protections and Re-identification Risk Assessment,CM4AI,v8,3,1,,1,binary,not_applicable,
rubric10-semantic,E4.3,Ethical Use and Privacy Safeguards,Privacy Protections and Re-identification Risk Assessment,VOICE,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E4.3,Ethical Use and Privacy Safeguards,Privacy Protections and Re-identification Risk Assessment,VOICE,v7,2,1,1,1,binary,scored,
rubric10-semantic,E4.3,Ethical Use and Privacy Safeguards,Privacy Protections and Re-identification Risk Assessment,VOICE,v7,3,1,1,1,binary,scored,
rubric10-semantic,E4.3,Ethical Use and Privacy Safeguards,Privacy Protections and Re-identification Risk Assessment,VOICE,v8,1,1,1,1,binary,scored,
rubric10-semantic,E4.3,Ethical Use and Privacy Safeguards,Privacy Protections and Re-identification Risk Assessment,VOICE,v8,2,1,1,1,binary,scored,
rubric10-semantic,E4.3,Ethical Use and Privacy Safeguards,Privacy Protections and Re-identification Risk Assessment,VOICE,v8,3,1,1,1,binary,scored,
rubric10-semantic,E4.4,Ethical Use and Privacy Safeguards,Informed Consent Obtained from Participants,AI_READI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E4.4,Ethical Use and Privacy Safeguards,Informed Consent Obtained from Participants,AI_READI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E4.4,Ethical Use and Privacy Safeguards,Informed Consent Obtained from Participants,AI_READI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E4.4,Ethical Use and Privacy Safeguards,Informed Consent Obtained from Participants,AI_READI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E4.4,Ethical Use and Privacy Safeguards,Informed Consent Obtained from Participants,AI_READI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E4.4,Ethical Use and Privacy Safeguards,Informed Consent Obtained from Participants,AI_READI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E4.4,Ethical Use and Privacy Safeguards,Informed Consent Obtained from Participants,CHORUS,v7,1,1,0,1,binary,scored,no
rubric10-semantic,E4.4,Ethical Use and Privacy Safeguards,Informed Consent Obtained from Participants,CHORUS,v7,2,1,0,1,binary,scored,
rubric10-semantic,E4.4,Ethical Use and Privacy Safeguards,Informed Consent Obtained from Participants,CHORUS,v7,3,1,0,1,binary,scored,
rubric10-semantic,E4.4,Ethical Use and Privacy Safeguards,Informed Consent Obtained from Participants,CHORUS,v8,1,1,0,1,binary,scored,
rubric10-semantic,E4.4,Ethical Use and Privacy Safeguards,Informed Consent Obtained from Participants,CHORUS,v8,2,1,0,1,binary,scored,
rubric10-semantic,E4.4,Ethical Use and Privacy Safeguards,Informed Consent Obtained from Participants,CHORUS,v8,3,1,0,1,binary,scored,
rubric10-semantic,E4.4,Ethical Use and Privacy Safeguards,Informed Consent Obtained from Participants,CM4AI,v7,1,1,,1,binary,not_applicable,no
rubric10-semantic,E4.4,Ethical Use and Privacy Safeguards,Informed Consent Obtained from Participants,CM4AI,v7,2,1,,1,binary,not_applicable,
rubric10-semantic,E4.4,Ethical Use and Privacy Safeguards,Informed Consent Obtained from Participants,CM4AI,v7,3,1,,1,binary,not_applicable,
rubric10-semantic,E4.4,Ethical Use and Privacy Safeguards,Informed Consent Obtained from Participants,CM4AI,v8,1,1,,1,binary,not_applicable,
rubric10-semantic,E4.4,Ethical Use and Privacy Safeguards,Informed Consent Obtained from Participants,CM4AI,v8,2,1,,1,binary,not_applicable,
rubric10-semantic,E4.4,Ethical Use and Privacy Safeguards,Informed Consent Obtained from Participants,CM4AI,v8,3,1,,1,binary,not_applicable,
rubric10-semantic,E4.4,Ethical Use and Privacy Safeguards,Informed Consent Obtained from Participants,VOICE,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E4.4,Ethical Use and Privacy Safeguards,Informed Consent Obtained from Participants,VOICE,v7,2,1,1,1,binary,scored,
rubric10-semantic,E4.4,Ethical Use and Privacy Safeguards,Informed Consent Obtained from Participants,VOICE,v7,3,1,1,1,binary,scored,
rubric10-semantic,E4.4,Ethical Use and Privacy Safeguards,Informed Consent Obtained from Participants,VOICE,v8,1,1,1,1,binary,scored,
rubric10-semantic,E4.4,Ethical Use and Privacy Safeguards,Informed Consent Obtained from Participants,VOICE,v8,2,1,1,1,binary,scored,
rubric10-semantic,E4.4,Ethical Use and Privacy Safeguards,Informed Consent Obtained from Participants,VOICE,v8,3,1,1,1,binary,scored,
rubric10-semantic,E4.5,Ethical Use and Privacy Safeguards,Vulnerable Populations and Compensation Documented,AI_READI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E4.5,Ethical Use and Privacy Safeguards,Vulnerable Populations and Compensation Documented,AI_READI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E4.5,Ethical Use and Privacy Safeguards,Vulnerable Populations and Compensation Documented,AI_READI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E4.5,Ethical Use and Privacy Safeguards,Vulnerable Populations and Compensation Documented,AI_READI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E4.5,Ethical Use and Privacy Safeguards,Vulnerable Populations and Compensation Documented,AI_READI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E4.5,Ethical Use and Privacy Safeguards,Vulnerable Populations and Compensation Documented,AI_READI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E4.5,Ethical Use and Privacy Safeguards,Vulnerable Populations and Compensation Documented,CHORUS,v7,1,1,0,1,binary,scored,no
rubric10-semantic,E4.5,Ethical Use and Privacy Safeguards,Vulnerable Populations and Compensation Documented,CHORUS,v7,2,1,0,1,binary,scored,
rubric10-semantic,E4.5,Ethical Use and Privacy Safeguards,Vulnerable Populations and Compensation Documented,CHORUS,v7,3,1,0,1,binary,scored,
rubric10-semantic,E4.5,Ethical Use and Privacy Safeguards,Vulnerable Populations and Compensation Documented,CHORUS,v8,1,1,1,1,binary,scored,
rubric10-semantic,E4.5,Ethical Use and Privacy Safeguards,Vulnerable Populations and Compensation Documented,CHORUS,v8,2,1,1,1,binary,scored,
rubric10-semantic,E4.5,Ethical Use and Privacy Safeguards,Vulnerable Populations and Compensation Documented,CHORUS,v8,3,1,0,1,binary,scored,
rubric10-semantic,E4.5,Ethical Use and Privacy Safeguards,Vulnerable Populations and Compensation Documented,CM4AI,v7,1,1,,1,binary,not_applicable,no
rubric10-semantic,E4.5,Ethical Use and Privacy Safeguards,Vulnerable Populations and Compensation Documented,CM4AI,v7,2,1,,1,binary,not_applicable,
rubric10-semantic,E4.5,Ethical Use and Privacy Safeguards,Vulnerable Populations and Compensation Documented,CM4AI,v7,3,1,,1,binary,not_applicable,
rubric10-semantic,E4.5,Ethical Use and Privacy Safeguards,Vulnerable Populations and Compensation Documented,CM4AI,v8,1,1,,1,binary,not_applicable,
rubric10-semantic,E4.5,Ethical Use and Privacy Safeguards,Vulnerable Populations and Compensation Documented,CM4AI,v8,2,1,,1,binary,not_applicable,
rubric10-semantic,E4.5,Ethical Use and Privacy Safeguards,Vulnerable Populations and Compensation Documented,CM4AI,v8,3,1,,1,binary,not_applicable,
rubric10-semantic,E4.5,Ethical Use and Privacy Safeguards,Vulnerable Populations and Compensation Documented,VOICE,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E4.5,Ethical Use and Privacy Safeguards,Vulnerable Populations and Compensation Documented,VOICE,v7,2,1,1,1,binary,scored,
rubric10-semantic,E4.5,Ethical Use and Privacy Safeguards,Vulnerable Populations and Compensation Documented,VOICE,v7,3,1,1,1,binary,scored,
rubric10-semantic,E4.5,Ethical Use and Privacy Safeguards,Vulnerable Populations and Compensation Documented,VOICE,v8,1,1,1,1,binary,scored,
rubric10-semantic,E4.5,Ethical Use and Privacy Safeguards,Vulnerable Populations and Compensation Documented,VOICE,v8,2,1,1,1,binary,scored,
rubric10-semantic,E4.5,Ethical Use and Privacy Safeguards,Vulnerable Populations and Compensation Documented,VOICE,v8,3,1,1,1,binary,scored,
rubric10-semantic,E5.1,Data Composition and Structure,Cohort or Subpopulations Characteristics Described,AI_READI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E5.1,Data Composition and Structure,Cohort or Subpopulations Characteristics Described,AI_READI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E5.1,Data Composition and Structure,Cohort or Subpopulations Characteristics Described,AI_READI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E5.1,Data Composition and Structure,Cohort or Subpopulations Characteristics Described,AI_READI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E5.1,Data Composition and Structure,Cohort or Subpopulations Characteristics Described,AI_READI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E5.1,Data Composition and Structure,Cohort or Subpopulations Characteristics Described,AI_READI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E5.1,Data Composition and Structure,Cohort or Subpopulations Characteristics Described,CHORUS,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E5.1,Data Composition and Structure,Cohort or Subpopulations Characteristics Described,CHORUS,v7,2,1,0,1,binary,scored,
rubric10-semantic,E5.1,Data Composition and Structure,Cohort or Subpopulations Characteristics Described,CHORUS,v7,3,1,1,1,binary,scored,
rubric10-semantic,E5.1,Data Composition and Structure,Cohort or Subpopulations Characteristics Described,CHORUS,v8,1,1,1,1,binary,scored,
rubric10-semantic,E5.1,Data Composition and Structure,Cohort or Subpopulations Characteristics Described,CHORUS,v8,2,1,1,1,binary,scored,
rubric10-semantic,E5.1,Data Composition and Structure,Cohort or Subpopulations Characteristics Described,CHORUS,v8,3,1,1,1,binary,scored,
rubric10-semantic,E5.1,Data Composition and Structure,Cohort or Subpopulations Characteristics Described,CM4AI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E5.1,Data Composition and Structure,Cohort or Subpopulations Characteristics Described,CM4AI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E5.1,Data Composition and Structure,Cohort or Subpopulations Characteristics Described,CM4AI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E5.1,Data Composition and Structure,Cohort or Subpopulations Characteristics Described,CM4AI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E5.1,Data Composition and Structure,Cohort or Subpopulations Characteristics Described,CM4AI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E5.1,Data Composition and Structure,Cohort or Subpopulations Characteristics Described,CM4AI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E5.1,Data Composition and Structure,Cohort or Subpopulations Characteristics Described,VOICE,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E5.1,Data Composition and Structure,Cohort or Subpopulations Characteristics Described,VOICE,v7,2,1,1,1,binary,scored,
rubric10-semantic,E5.1,Data Composition and Structure,Cohort or Subpopulations Characteristics Described,VOICE,v7,3,1,1,1,binary,scored,
rubric10-semantic,E5.1,Data Composition and Structure,Cohort or Subpopulations Characteristics Described,VOICE,v8,1,1,1,1,binary,scored,
rubric10-semantic,E5.1,Data Composition and Structure,Cohort or Subpopulations Characteristics Described,VOICE,v8,2,1,1,1,binary,scored,
rubric10-semantic,E5.1,Data Composition and Structure,Cohort or Subpopulations Characteristics Described,VOICE,v8,3,1,1,1,binary,scored,
rubric10-semantic,E5.2,Data Composition and Structure,Number of Instances or Samples Reported,AI_READI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E5.2,Data Composition and Structure,Number of Instances or Samples Reported,AI_READI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E5.2,Data Composition and Structure,Number of Instances or Samples Reported,AI_READI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E5.2,Data Composition and Structure,Number of Instances or Samples Reported,AI_READI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E5.2,Data Composition and Structure,Number of Instances or Samples Reported,AI_READI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E5.2,Data Composition and Structure,Number of Instances or Samples Reported,AI_READI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E5.2,Data Composition and Structure,Number of Instances or Samples Reported,CHORUS,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E5.2,Data Composition and Structure,Number of Instances or Samples Reported,CHORUS,v7,2,1,1,1,binary,scored,
rubric10-semantic,E5.2,Data Composition and Structure,Number of Instances or Samples Reported,CHORUS,v7,3,1,1,1,binary,scored,
rubric10-semantic,E5.2,Data Composition and Structure,Number of Instances or Samples Reported,CHORUS,v8,1,1,1,1,binary,scored,
rubric10-semantic,E5.2,Data Composition and Structure,Number of Instances or Samples Reported,CHORUS,v8,2,1,1,1,binary,scored,
rubric10-semantic,E5.2,Data Composition and Structure,Number of Instances or Samples Reported,CHORUS,v8,3,1,1,1,binary,scored,
rubric10-semantic,E5.2,Data Composition and Structure,Number of Instances or Samples Reported,CM4AI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E5.2,Data Composition and Structure,Number of Instances or Samples Reported,CM4AI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E5.2,Data Composition and Structure,Number of Instances or Samples Reported,CM4AI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E5.2,Data Composition and Structure,Number of Instances or Samples Reported,CM4AI,v8,1,1,0,1,binary,scored,
rubric10-semantic,E5.2,Data Composition and Structure,Number of Instances or Samples Reported,CM4AI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E5.2,Data Composition and Structure,Number of Instances or Samples Reported,CM4AI,v8,3,1,0,1,binary,scored,
rubric10-semantic,E5.2,Data Composition and Structure,Number of Instances or Samples Reported,VOICE,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E5.2,Data Composition and Structure,Number of Instances or Samples Reported,VOICE,v7,2,1,1,1,binary,scored,
rubric10-semantic,E5.2,Data Composition and Structure,Number of Instances or Samples Reported,VOICE,v7,3,1,1,1,binary,scored,
rubric10-semantic,E5.2,Data Composition and Structure,Number of Instances or Samples Reported,VOICE,v8,1,1,1,1,binary,scored,
rubric10-semantic,E5.2,Data Composition and Structure,Number of Instances or Samples Reported,VOICE,v8,2,1,1,1,binary,scored,
rubric10-semantic,E5.2,Data Composition and Structure,Number of Instances or Samples Reported,VOICE,v8,3,1,1,1,binary,scored,
rubric10-semantic,E5.3,Data Composition and Structure,"Variable-Level Metadata, Tabular Flag, and Data Splits",AI_READI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E5.3,Data Composition and Structure,"Variable-Level Metadata, Tabular Flag, and Data Splits",AI_READI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E5.3,Data Composition and Structure,"Variable-Level Metadata, Tabular Flag, and Data Splits",AI_READI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E5.3,Data Composition and Structure,"Variable-Level Metadata, Tabular Flag, and Data Splits",AI_READI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E5.3,Data Composition and Structure,"Variable-Level Metadata, Tabular Flag, and Data Splits",AI_READI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E5.3,Data Composition and Structure,"Variable-Level Metadata, Tabular Flag, and Data Splits",AI_READI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E5.3,Data Composition and Structure,"Variable-Level Metadata, Tabular Flag, and Data Splits",CHORUS,v7,1,1,0,1,binary,scored,yes
rubric10-semantic,E5.3,Data Composition and Structure,"Variable-Level Metadata, Tabular Flag, and Data Splits",CHORUS,v7,2,1,0,1,binary,scored,
rubric10-semantic,E5.3,Data Composition and Structure,"Variable-Level Metadata, Tabular Flag, and Data Splits",CHORUS,v7,3,1,1,1,binary,scored,
rubric10-semantic,E5.3,Data Composition and Structure,"Variable-Level Metadata, Tabular Flag, and Data Splits",CHORUS,v8,1,1,0,1,binary,scored,
rubric10-semantic,E5.3,Data Composition and Structure,"Variable-Level Metadata, Tabular Flag, and Data Splits",CHORUS,v8,2,1,0,1,binary,scored,
rubric10-semantic,E5.3,Data Composition and Structure,"Variable-Level Metadata, Tabular Flag, and Data Splits",CHORUS,v8,3,1,0,1,binary,scored,
rubric10-semantic,E5.3,Data Composition and Structure,"Variable-Level Metadata, Tabular Flag, and Data Splits",CM4AI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E5.3,Data Composition and Structure,"Variable-Level Metadata, Tabular Flag, and Data Splits",CM4AI,v7,2,1,0,1,binary,scored,
rubric10-semantic,E5.3,Data Composition and Structure,"Variable-Level Metadata, Tabular Flag, and Data Splits",CM4AI,v7,3,1,0,1,binary,scored,
rubric10-semantic,E5.3,Data Composition and Structure,"Variable-Level Metadata, Tabular Flag, and Data Splits",CM4AI,v8,1,1,0,1,binary,scored,
rubric10-semantic,E5.3,Data Composition and Structure,"Variable-Level Metadata, Tabular Flag, and Data Splits",CM4AI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E5.3,Data Composition and Structure,"Variable-Level Metadata, Tabular Flag, and Data Splits",CM4AI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E5.3,Data Composition and Structure,"Variable-Level Metadata, Tabular Flag, and Data Splits",VOICE,v7,1,1,1,1,binary,scored,yes
rubric10-semantic,E5.3,Data Composition and Structure,"Variable-Level Metadata, Tabular Flag, and Data Splits",VOICE,v7,2,1,1,1,binary,scored,
rubric10-semantic,E5.3,Data Composition and Structure,"Variable-Level Metadata, Tabular Flag, and Data Splits",VOICE,v7,3,1,1,1,binary,scored,
rubric10-semantic,E5.3,Data Composition and Structure,"Variable-Level Metadata, Tabular Flag, and Data Splits",VOICE,v8,1,1,1,1,binary,scored,
rubric10-semantic,E5.3,Data Composition and Structure,"Variable-Level Metadata, Tabular Flag, and Data Splits",VOICE,v8,2,1,1,1,binary,scored,
