label,project,method,arm,date,audit_artifact,audit_status,drawn,exclusion,canonical,findings_total,findings_unsupported claim,findings_missing supported information,findings_inconsistent identifier/count,findings_dataset/release/temporal scope error,findings_other,severity_high,severity_major,severity_moderate,severity_medium,severity_low,severity_minor,severity_info,severity_unclassified,repair_rounds_applied,final_record_equals,before_artifact,after_artifact,fields_removed,fields_added,fields_changed,caveats_added,leaves_before,leaves_after
2026-08-22c_claude-opus-5-api-generic-v5_rep1,VOICE,claudecode_agent,baseline,2026-08-22,data/d4d_concatenated/claudecode_agent_core/2026-08-22c_claude-opus-5-api-generic-v5_rep1/intermediate/VOICE_audit.json,accepted: applied to the full record (reconcile_full),True,,canonical,29,3,15,3,2,6,2,0,0,7,20,0,0,0,1,VOICE_repair_full_r1.yaml,data/d4d_concatenated/claudecode_agent_core/2026-08-22c_claude-opus-5-api-generic-v5_rep1/intermediate/VOICE_full.yaml,data/d4d_concatenated/claudecode_agent/2026-08-22c_claude-opus-5-api-generic-v5_rep1/VOICE_d4d.yaml,65,28,22,4,493,456
2026-08-22c_claude-opus-5-api-generic-v5_rep2,AI_READI,claudecode_agent,baseline,2026-08-22,data/d4d_concatenated/claudecode_agent_core/2026-08-22c_claude-opus-5-api-generic-v5_rep2/intermediate/AI_READI_audit.json,accepted: applied to the full record (reconcile_full),True,,superseded,33,7,4,9,0,13,2,0,0,10,19,0,2,0,1,AI_READI_repair_full_r1.yaml,data/d4d_concatenated/claudecode_agent_core/2026-08-22c_claude-opus-5-api-generic-v5_rep2/intermediate/AI_READI_full.yaml,data/d4d_concatenated/claudecode_agent/2026-08-22c_claude-opus-5-api-generic-v5_rep2/AI_READI_d4d.yaml,53,275,117,10,647,869
2026-08-22c_claude-opus-5-api-generic-v5_rep2,CHORUS,claudecode_agent,baseline,2026-08-22,data/d4d_concatenated/claudecode_agent_core/2026-08-22c_claude-opus-5-api-generic-v5_rep2/intermediate/CHORUS_audit.json,accepted: applied to the full record (reconcile_full),True,,canonical,35,9,4,6,1,15,2,0,0,17,16,0,0,0,1,CHORUS_repair_full_r1.yaml,data/d4d_concatenated/claudecode_agent_core/2026-08-22c_claude-opus-5-api-generic-v5_rep2/intermediate/CHORUS_full.yaml,data/d4d_concatenated/claudecode_agent/2026-08-22c_claude-opus-5-api-generic-v5_rep2/CHORUS_d4d.yaml,37,22,20,3,237,222
2026-08-22c_claude-opus-5-api-generic-v5_rep2,CM4AI,claudecode_agent,baseline,2026-08-22,data/d4d_concatenated/claudecode_agent_core/2026-08-22c_claude-opus-5-api-generic-v5_rep2/intermediate/CM4AI_audit.json,accepted: applied to the full record (reconcile_full),True,,canonical,34,8,12,2,1,11,5,0,0,10,19,0,0,0,1,CM4AI_repair_full_r1.yaml,data/d4d_concatenated/claudecode_agent_core/2026-08-22c_claude-opus-5-api-generic-v5_rep2/intermediate/CM4AI_full.yaml,data/d4d_concatenated/claudecode_agent/2026-08-22c_claude-opus-5-api-generic-v5_rep2/CM4AI_d4d.yaml,143,134,14,16,503,494
2026-08-22c_claude-opus-5-api-generic-v5_rep2,VOICE,claudecode_agent,baseline,2026-08-22,data/d4d_concatenated/claudecode_agent_core/2026-08-22c_claude-opus-5-api-generic-v5_rep2/intermediate/VOICE_audit.json,accepted: applied to the full record (reconcile_full),True,,superseded,18,4,4,6,0,4,2,0,0,6,10,0,0,0,1,VOICE_repair_full_r1.yaml,data/d4d_concatenated/claudecode_agent_core/2026-08-22c_claude-opus-5-api-generic-v5_rep2/intermediate/VOICE_full.yaml,data/d4d_concatenated/claudecode_agent/2026-08-22c_claude-opus-5-api-generic-v5_rep2/VOICE_d4d.yaml,70,35,21,1,614,579
2026-08-22c_claude-opus-5-api-generic-v5_rep3,AI_READI,claudecode_agent,baseline,2026-08-22,data/d4d_concatenated/claudecode_agent_core/2026-08-22c_claude-opus-5-api-generic-v5_rep3/intermediate/AI_READI_audit.json,accepted: applied to the full record (reconcile_full),True,,canonical,24,1,5,7,0,11,0,0,0,4,17,0,3,0,1,AI_READI_repair_full_r1.yaml,data/d4d_concatenated/claudecode_agent_core/2026-08-22c_claude-opus-5-api-generic-v5_rep3/intermediate/AI_READI_full.yaml,data/d4d_concatenated/claudecode_agent/2026-08-22c_claude-opus-5-api-generic-v5_rep3/AI_READI_d4d.yaml,17,61,60,4,605,649
2026-08-22c_claude-opus-5-api-generic-v5_rep3,CHORUS,claudecode_agent,baseline,2026-08-22,data/d4d_concatenated/claudecode_agent_core/2026-08-22c_claude-opus-5-api-generic-v5_rep3/intermediate/CHORUS_audit.json,accepted: applied to the full record (reconcile_full),True,,superseded,34,10,5,6,0,13,3,0,0,12,19,0,0,0,1,CHORUS_repair_full_r1.yaml,data/d4d_concatenated/claudecode_agent_core/2026-08-22c_claude-opus-5-api-generic-v5_rep3/intermediate/CHORUS_full.yaml,data/d4d_concatenated/claudecode_agent/2026-08-22c_claude-opus-5-api-generic-v5_rep3/CHORUS_d4d.yaml,16,30,14,20,297,311
2026-08-22c_claude-opus-5-api-generic-v5_rep3,CM4AI,claudecode_agent,baseline,2026-08-22,data/d4d_concatenated/claudecode_agent_core/2026-08-22c_claude-opus-5-api-generic-v5_rep3/intermediate/CM4AI_audit.json,accepted: applied to the full record (reconcile_full),True,,canonical,81,9,34,15,1,22,5,0,0,46,30,0,0,0,1,CM4AI_repair_full_r1.yaml,data/d4d_concatenated/claudecode_agent_core/2026-08-22c_claude-opus-5-api-generic-v5_rep3/intermediate/CM4AI_full.yaml,data/d4d_concatenated/claudecode_agent/2026-08-22c_claude-opus-5-api-generic-v5_rep3/CM4AI_d4d.yaml,28,125,26,8,340,437
2026-08-22c_claude-opus-5-api-generic-v5_rep3,VOICE,claudecode_agent,baseline,2026-08-22,data/d4d_concatenated/claudecode_agent_core/2026-08-22c_claude-opus-5-api-generic-v5_rep3/intermediate/VOICE_audit.json,accepted: applied to the full record (reconcile_full),True,,canonical,36,8,11,4,2,11,2,0,0,15,19,0,0,0,1,VOICE_repair_full_r1.yaml,data/d4d_concatenated/claudecode_agent_core/2026-08-22c_claude-opus-5-api-generic-v5_rep3/intermediate/VOICE_full.yaml,data/d4d_concatenated/claudecode_agent/2026-08-22c_claude-opus-5-api-generic-v5_rep3/VOICE_d4d.yaml,47,47,30,10,458,458
2026-08-28_claude-opus-5-api-generic-v7_rep1,CHORUS,claudecode_agent,baseline,2026-08-28,data/d4d_concatenated/claudecode_agent_core/2026-08-28_claude-opus-5-api-generic-v7_rep1/intermediate/CHORUS_audit.json,accepted: applied to the full record (reconcile_full),True,,canonical,20,5,6,3,1,5,4,0,0,7,9,0,0,0,1,CHORUS_repair_full_r1.yaml,data/d4d_concatenated/claudecode_agent_core/2026-08-28_claude-opus-5-api-generic-v7_rep1/intermediate/CHORUS_full.yaml,data/d4d_concatenated/claudecode_agent/2026-08-28_claude-opus-5-api-generic-v7_rep1/CHORUS_d4d.yaml,12,30,17,14,207,225
2026-08-28b_claude-opus-5-api-generic-v7_rep1,AI_READI,claudecode_agent,baseline,2026-08-28,data/d4d_concatenated/claudecode_agent_core/2026-08-28b_claude-opus-5-api-generic-v7_rep1/intermediate/AI_READI_audit.json,accepted: applied to the full record (reconcile_full),True,,canonical,17,2,4,3,1,7,0,0,0,4,13,0,0,0,1,AI_READI_repair_full_r1.yaml,data/d4d_concatenated/claudecode_agent_core/2026-08-28b_claude-opus-5-api-generic-v7_rep1/intermediate/AI_READI_full.yaml,data/d4d_concatenated/claudecode_agent/2026-08-28b_claude-opus-5-api-generic-v7_rep1/AI_READI_d4d.yaml,14,39,10,6,441,466
2026-08-28b_claude-opus-5-api-generic-v7_rep1,CHORUS,claudecode_agent,baseline,2026-08-28,data/d4d_concatenated/claudecode_agent_core/2026-08-28b_claude-opus-5-api-generic-v7_rep1/intermediate/CHORUS_audit.json,accepted: applied to the full record (reconcile_full),True,,canonical,17,5,0,4,1,7,1,0,0,7,9,0,0,0,1,CHORUS_repair_full_r1.yaml,data/d4d_concatenated/claudecode_agent_core/2026-08-28b_claude-opus-5-api-generic-v7_rep1/intermediate/CHORUS_full.yaml,data/d4d_concatenated/claudecode_agent/2026-08-28b_claude-opus-5-api-generic-v7_rep1/CHORUS_d4d.yaml,37,19,21,6,230,212
2026-08-28c_claude-opus-5-api-generic-v7_rep1,AI_READI,claudecode_agent,baseline,2026-08-28,data/d4d_concatenated/claudecode_agent_core/2026-08-28c_claude-opus-5-api-generic-v7_rep1/intermediate/AI_READI_audit.json,accepted: applied to the full record (reconcile_full),True,,canonical,51,5,6,8,5,27,6,0,0,32,13,0,0,0,1,AI_READI_repair_full_r1.yaml,data/d4d_concatenated/claudecode_agent_core/2026-08-28c_claude-opus-5-api-generic-v7_rep1/intermediate/AI_READI_full.yaml,data/d4d_concatenated/claudecode_agent/2026-08-28c_claude-opus-5-api-generic-v7_rep1/AI_READI_d4d.yaml,24,63,44,11,431,470
2026-08-28d_claude-opus-5-api-generic-v7_rep1,AI_READI,claudecode_agent,baseline,2026-08-28,data/d4d_concatenated/claudecode_agent_core/2026-08-28d_claude-opus-5-api-generic-v7_rep1/intermediate/AI_READI_audit.json,accepted: applied to the full record (reconcile_full),True,,canonical,25,1,14,5,0,5,6,0,0,10,9,0,0,0,1,AI_READI_repair_full_r1.yaml,data/d4d_concatenated/claudecode_agent_core/2026-08-28d_claude-opus-5-api-generic-v7_rep1/intermediate/AI_READI_full.yaml,data/d4d_concatenated/claudecode_agent/2026-08-28d_claude-opus-5-api-generic-v7_rep1/AI_READI_d4d.yaml,13,256,21,15,469,712
2026-09-01_claude-opus-5-api-generic-v7_rep1,AI_READI,claudecode_agent,baseline,2026-09-01,data/d4d_concatenated/claudecode_agent_core/2026-09-01_claude-opus-5-api-generic-v7_rep1/intermediate/AI_READI_audit.json,accepted: applied to the full record (reconcile_full),True,,superseded,16,2,3,2,2,7,0,1,0,0,0,11,4,0,1,AI_READI_repair_full_r1.yaml,data/d4d_concatenated/claudecode_agent_core/2026-09-01_claude-opus-5-api-generic-v7_rep1/intermediate/AI_READI_full.yaml,data/d4d_concatenated/claudecode_agent/2026-09-01_claude-opus-5-api-generic-v7_rep1/AI_READI_d4d.yaml,51,28,42,6,619,596
2026-09-01_claude-opus-5-api-generic-v7_rep1,CHORUS,claudecode_agent,baseline,2026-09-01,data/d4d_concatenated/claudecode_agent_core/2026-09-01_claude-opus-5-api-generic-v7_rep1/intermediate/CHORUS_audit.json,accepted: applied to the full record (reconcile_full),True,,superseded,42,12,10,6,2,12,11,0,0,31,0,0,0,0,1,CHORUS_repair_full_r1.yaml,data/d4d_concatenated/claudecode_agent_core/2026-09-01_claude-opus-5-api-generic-v7_rep1/intermediate/CHORUS_full.yaml,data/d4d_concatenated/claudecode_agent/2026-09-01_claude-opus-5-api-generic-v7_rep1/CHORUS_d4d.yaml,19,39,30,16,201,221
2026-09-01_claude-opus-5-api-generic-v7_rep1,CM4AI,claudecode_agent,baseline,2026-09-01,data/d4d_concatenated/claudecode_agent_core/2026-09-01_claude-opus-5-api-generic-v7_rep1/intermediate/CM4AI_audit.json,accepted: applied to the full record (reconcile_full),True,,canonical,29,9,5,5,1,9,7,0,0,7,15,0,0,0,1,CM4AI_repair_full_r1.yaml,data/d4d_concatenated/claudecode_agent_core/2026-09-01_claude-opus-5-api-generic-v7_rep1/intermediate/CM4AI_full.yaml,data/d4d_concatenated/claudecode_agent/2026-09-01_claude-opus-5-api-generic-v7_rep1/CM4AI_d4d.yaml,76,69,18,2,493,486
2026-09-01_claude-opus-5-api-generic-v7_rep1,VOICE,claudecode_agent,baseline,2026-09-01,data/d4d_concatenated/claudecode_agent_core/2026-09-01_claude-opus-5-api-generic-v7_rep1/intermediate/VOICE_audit.json,accepted: applied to the full record (reconcile_full),True,,superseded,13,1,3,2,4,3,1,0,0,3,9,0,0,0,1,VOICE_repair_full_r1.yaml,data/d4d_concatenated/claudecode_agent_core/2026-09-01_claude-opus-5-api-generic-v7_rep1/intermediate/VOICE_full.yaml,data/d4d_concatenated/claudecode_agent/2026-09-01_claude-opus-5-api-generic-v7_rep1/VOICE_d4d.yaml,29,31,11,3,307,309
2026-09-01_claude-opus-5-api-generic-v7_rep2,AI_READI,claudecode_agent,baseline,2026-09-01,data/d4d_concatenated/claudecode_agent_core/2026-09-01_claude-opus-5-api-generic-v7_rep2/intermediate/AI_READI_audit.json,accepted: applied to the full record (reconcile_full),True,,superseded,23,8,5,5,0,5,1,0,0,8,14,0,0,0,1,AI_READI_repair_full_r1.yaml,data/d4d_concatenated/claudecode_agent_core/2026-09-01_claude-opus-5-api-generic-v7_rep2/intermediate/AI_READI_full.yaml,data/d4d_concatenated/claudecode_agent/2026-09-01_claude-opus-5-api-generic-v7_rep2/AI_READI_d4d.yaml,46,20,18,13,527,501
2026-09-01_claude-opus-5-api-generic-v7_rep2,CHORUS,claudecode_agent,baseline,2026-09-01,data/d4d_concatenated/claudecode_agent_core/2026-09-01_claude-opus-5-api-generic-v7_rep2/intermediate/CHORUS_audit.json,accepted: applied to the full record (reconcile_full),True,,canonical,15,5,2,1,1,6,1,0,5,0,9,0,0,0,1,CHORUS_repair_full_r1.yaml,data/d4d_concatenated/claudecode_agent_core/2026-09-01_claude-opus-5-api-generic-v7_rep2/intermediate/CHORUS_full.yaml,data/d4d_concatenated/claudecode_agent/2026-09-01_claude-opus-5-api-generic-v7_rep2/CHORUS_d4d.yaml,23,21,10,3,186,184
2026-09-01_claude-opus-5-api-generic-v7_rep2,CM4AI,claudecode_agent,baseline,2026-09-01,data/d4d_concatenated/claudecode_agent_core/2026-09-01_claude-opus-5-api-generic-v7_rep2/intermediate/CM4AI_audit.json,accepted: applied to the full record (reconcile_full),True,,superseded,21,8,2,3,1,7,3,0,0,5,13,0,0,0,1,CM4AI_repair_full_r1.yaml,data/d4d_concatenated/claudecode_agent_core/2026-09-01_claude-opus-5-api-generic-v7_rep2/intermediate/CM4AI_full.yaml,data/d4d_concatenated/claudecode_agent/2026-09-01_claude-opus-5-api-generic-v7_rep2/CM4AI_d4d.yaml,45,40,25,16,513,508
2026-09-01_claude-opus-5-api-generic-v7_rep2,VOICE,claudecode_agent,baseline,2026-09-01,data/d4d_concatenated/claudecode_agent_core/2026-09-01_claude-opus-5-api-generic-v7_rep2/intermediate/VOICE_audit.json,accepted: applied to the full record (reconcile_full),True,,superseded,23,1,9,2,4,7,1,0,0,4,18,0,0,0,1,none,data/d4d_concatenated/claudecode_agent_core/2026-09-01_claude-opus-5-api-generic-v7_rep2/intermediate/VOICE_full.yaml,data/d4d_concatenated/claudecode_agent/2026-09-01_claude-opus-5-api-generic-v7_rep2/VOICE_d4d.yaml,30,56,9,2,353,379
2026-09-01_claude-opus-5-api-generic-v7_rep3,AI_READI,claudecode_agent,baseline,2026-09-01,data/d4d_concatenated/claudecode_agent_core/2026-09-01_claude-opus-5-api-generic-v7_rep3/intermediate/AI_READI_audit.json,accepted: applied to the full record (reconcile_full),True,,canonical,84,8,17,22,4,33,7,0,0,51,26,0,0,0,1,none,data/d4d_concatenated/claudecode_agent_core/2026-09-01_claude-opus-5-api-generic-v7_rep3/intermediate/AI_READI_full.yaml,data/d4d_concatenated/claudecode_agent/2026-09-01_claude-opus-5-api-generic-v7_rep3/AI_READI_d4d.yaml,17,90,65,11,398,471
2026-09-01_claude-opus-5-api-generic-v7_rep3,CHORUS,claudecode_agent,baseline,2026-09-01,data/d4d_concatenated/claudecode_agent_core/2026-09-01_claude-opus-5-api-generic-v7_rep3/intermediate/CHORUS_audit.json,accepted: applied to the full record (reconcile_full),True,,canonical,11,5,2,4,0,0,2,0,0,4,5,0,0,0,1,CHORUS_repair_full_r1.yaml,data/d4d_concatenated/claudecode_agent_core/2026-09-01_claude-opus-5-api-generic-v7_rep3/intermediate/CHORUS_full.yaml,data/d4d_concatenated/claudecode_agent/2026-09-01_claude-opus-5-api-generic-v7_rep3/CHORUS_d4d.yaml,54,16,8,4,266,228
2026-09-01_claude-opus-5-api-generic-v7_rep3,CM4AI,claudecode_agent,baseline,2026-09-01,data/d4d_concatenated/claudecode_agent_core/2026-09-01_claude-opus-5-api-generic-v7_rep3/intermediate/CM4AI_audit.json,accepted: applied to the full record (reconcile_full),True,,canonical,23,11,4,2,2,4,3,0,0,7,13,0,0,0,1,CM4AI_repair_full_r1.yaml,data/d4d_concatenated/claudecode_agent_core/2026-09-01_claude-opus-5-api-generic-v7_rep3/intermediate/CM4AI_full.yaml,data/d4d_concatenated/claudecode_agent/2026-09-01_claude-opus-5-api-generic-v7_rep3/CM4AI_d4d.yaml,32,80,50,10,361,409
2026-09-01_claude-opus-5-api-generic-v7_rep3,VOICE,claudecode_agent,baseline,2026-09-01,data/d4d_concatenated/claudecode_agent_core/2026-09-01_claude-opus-5-api-generic-v7_rep3/intermediate/VOICE_audit.json,accepted: applied to the full record (reconcile_full),True,,canonical,13,4,1,2,0,6,0,2,3,0,0,8,0,0,1,VOICE_repair_full_r1.yaml,data/d4d_concatenated/claudecode_agent_core/2026-09-01_claude-opus-5-api-generic-v7_rep3/intermediate/VOICE_full.yaml,data/d4d_concatenated/claudecode_agent/2026-09-01_claude-opus-5-api-generic-v7_rep3/VOICE_d4d.yaml,43,206,14,10,341,504
gate_test,CHORUS,claudecode_agent,baseline,gate_test,data/d4d_concatenated/claudecode_agent_core/gate_test/intermediate/CHORUS_audit.json,accepted: applied to the full record (reconcile_full),False,"runner gate test, not an experiment",canonical,19,5,2,3,2,7,0,0,0,6,13,0,0,0,1,CHORUS_repair_full_r1.yaml,data/d4d_concatenated/claudecode_agent_core/gate_test/intermediate/CHORUS_full.yaml,data/d4d_concatenated/claudecode_agent/gate_test/CHORUS_d4d.yaml,25,32,40,5,365,372
2026-09-04_claude-opus-5-api-generic-v8_rep1,CM4AI,claudecode_api,baseline,2026-09-04,data/d4d_concatenated/claudecode_api_core/2026-09-04_claude-opus-5-api-generic-v8_rep1/intermediate/CM4AI_audit.json,accepted: applied to the full record (reconcile_full),True,,canonical,16,4,2,5,1,4,0,3,0,0,0,13,0,0,1,CM4AI_repair_full_r1.yaml,data/d4d_concatenated/claudecode_api_core/2026-09-04_claude-opus-5-api-generic-v8_rep1/intermediate/CM4AI_full.yaml,data/d4d_concatenated/claudecode_api/2026-09-04_claude-opus-5-api-generic-v8_rep1/CM4AI_d4d.yaml,91,21,28,1,487,417
2026-09-04b_claude-opus-5-api-generic-v8_rep1,CM4AI,claudecode_api,baseline,2026-09-04,data/d4d_concatenated/claudecode_api_core/2026-09-04b_claude-opus-5-api-generic-v8_rep1/intermediate/CM4AI_audit.json,accepted: applied to the full record (reconcile_full),True,,canonical,25,8,3,8,1,5,5,0,0,11,9,0,0,0,1,CM4AI_repair_full_r1.yaml,data/d4d_concatenated/claudecode_api_core/2026-09-04b_claude-opus-5-api-generic-v8_rep1/intermediate/CM4AI_full.yaml,data/d4d_concatenated/claudecode_api/2026-09-04b_claude-opus-5-api-generic-v8_rep1/CM4AI_d4d.yaml,100,31,145,13,553,484
2026-09-04c_claude-opus-5-api-generic-v8_rep1,CM4AI,claudecode_api,baseline,2026-09-04,data/d4d_concatenated/claudecode_api_core/2026-09-04c_claude-opus-5-api-generic-v8_rep1/intermediate/CM4AI_audit.json,accepted: applied to the full record (reconcile_full),True,,canonical,7,1,0,3,1,2,0,0,0,1,6,0,0,0,0,CM4AI_reconcile_full.yaml,data/d4d_concatenated/claudecode_api_core/2026-09-04c_claude-opus-5-api-generic-v8_rep1/intermediate/CM4AI_full.yaml,data/d4d_concatenated/claudecode_api/2026-09-04c_claude-opus-5-api-generic-v8_rep1/CM4AI_d4d.yaml,1,0,2,1,500,499
2026-09-04d_claude-opus-5-api-generic-v8_rep1,VOICE,claudecode_api,baseline,2026-09-04,data/d4d_concatenated/claudecode_api_core/2026-09-04d_claude-opus-5-api-generic-v8_rep1/intermediate/VOICE_audit.json,accepted: applied to the full record (reconcile_full),True,,canonical,94,12,16,10,14,42,46,0,0,48,0,0,0,0,1,VOICE_repair_full_r1.yaml,data/d4d_concatenated/claudecode_api_core/2026-09-04d_claude-opus-5-api-generic-v8_rep1/intermediate/VOICE_full.yaml,data/d4d_concatenated/claudecode_api/2026-09-04d_claude-opus-5-api-generic-v8_rep1/VOICE_d4d.yaml,63,85,62,13,407,429
2026-09-04e_claude-opus-5-api-generic-v8_rep1,VOICE,claudecode_api,baseline,2026-09-04,data/d4d_concatenated/claudecode_api_core/2026-09-04e_claude-opus-5-api-generic-v8_rep1/intermediate/VOICE_audit.json,accepted: applied to the full record (reconcile_full),True,,canonical,14,2,2,1,3,6,0,0,0,4,10,0,0,0,1,VOICE_repair_full_r1.yaml,data/d4d_concatenated/claudecode_api_core/2026-09-04e_claude-opus-5-api-generic-v8_rep1/intermediate/VOICE_full.yaml,data/d4d_concatenated/claudecode_api/2026-09-04e_claude-opus-5-api-generic-v8_rep1/VOICE_d4d.yaml,29,84,20,6,429,484
2026-09-04f_claude-opus-5-api-generic-v8_rep1,AI_READI,claudecode_api,baseline,2026-09-04,data/d4d_concatenated/claudecode_api_core/2026-09-04f_claude-opus-5-api-generic-v8_rep1/intermediate/AI_READI_audit.json,accepted: applied to the full record (reconcile_full),True,,canonical,17,3,2,1,3,8,0,0,0,4,13,0,0,0,1,AI_READI_repair_full_r1.yaml,data/d4d_concatenated/claudecode_api_core/2026-09-04f_claude-opus-5-api-generic-v8_rep1/intermediate/AI_READI_full.yaml,data/d4d_concatenated/claudecode_api/2026-09-04f_claude-opus-5-api-generic-v8_rep1/AI_READI_d4d.yaml,25,34,25,13,535,544
2026-09-04f_claude-opus-5-api-generic-v8_rep1,CHORUS,claudecode_api,baseline,2026-09-04,data/d4d_concatenated/claudecode_api_core/2026-09-04f_claude-opus-5-api-generic-v8_rep1/intermediate/CHORUS_audit.json,accepted: applied to the full record (reconcile_full),True,,canonical,13,3,0,2,2,6,0,0,0,4,9,0,0,0,1,CHORUS_repair_full_r1.yaml,data/d4d_concatenated/claudecode_api_core/2026-09-04f_claude-opus-5-api-generic-v8_rep1/intermediate/CHORUS_full.yaml,data/d4d_concatenated/claudecode_api/2026-09-04f_claude-opus-5-api-generic-v8_rep1/CHORUS_d4d.yaml,52,18,8,6,288,254
2026-09-04f_claude-opus-5-api-generic-v8_rep1,VOICE,claudecode_api,baseline,2026-09-04,data/d4d_concatenated/claudecode_api_core/2026-09-04f_claude-opus-5-api-generic-v8_rep1/intermediate/VOICE_audit.json,accepted: applied to the full record (reconcile_full),True,,canonical,15,5,3,2,4,1,0,0,0,4,11,0,0,0,1,VOICE_repair_full_r1.yaml,data/d4d_concatenated/claudecode_api_core/2026-09-04f_claude-opus-5-api-generic-v8_rep1/intermediate/VOICE_full.yaml,data/d4d_concatenated/claudecode_api/2026-09-04f_claude-opus-5-api-generic-v8_rep1/VOICE_d4d.yaml,36,20,13,3,434,418
2026-09-04f_claude-opus-5-api-generic-v8_rep2,CHORUS,claudecode_api,baseline,2026-09-04,data/d4d_concatenated/claudecode_api_core/2026-09-04f_claude-opus-5-api-generic-v8_rep2/intermediate/CHORUS_audit.json,accepted: applied to the full record (reconcile_full),True,,canonical,15,2,1,3,2,7,0,0,0,6,9,0,0,0,1,CHORUS_repair_full_r1.yaml,data/d4d_concatenated/claudecode_api_core/2026-09-04f_claude-opus-5-api-generic-v8_rep2/intermediate/CHORUS_full.yaml,data/d4d_concatenated/claudecode_api/2026-09-04f_claude-opus-5-api-generic-v8_rep2/CHORUS_d4d.yaml,9,17,42,6,287,295
2026-09-04f_claude-opus-5-api-generic-v8_rep2,VOICE,claudecode_api,baseline,2026-09-04,data/d4d_concatenated/claudecode_api_core/2026-09-04f_claude-opus-5-api-generic-v8_rep2/intermediate/VOICE_audit.json,accepted: applied to the full record (reconcile_full),True,,canonical,16,4,1,1,5,5,0,1,0,0,0,13,2,0,1,VOICE_repair_full_r1.yaml,data/d4d_concatenated/claudecode_api_core/2026-09-04f_claude-opus-5-api-generic-v8_rep2/intermediate/VOICE_full.yaml,data/d4d_concatenated/claudecode_api/2026-09-04f_claude-opus-5-api-generic-v8_rep2/VOICE_d4d.yaml,57,14,19,5,371,328
2026-09-04f_claude-opus-5-api-generic-v8_rep3,CHORUS,claudecode_api,baseline,2026-09-04,data/d4d_concatenated/claudecode_api_core/2026-09-04f_claude-opus-5-api-generic-v8_rep3/intermediate/CHORUS_audit.json,accepted: applied to the full record (reconcile_full),True,,canonical,22,5,2,5,4,6,0,0,0,7,15,0,0,0,1,CHORUS_repair_full_r1.yaml,data/d4d_concatenated/claudecode_api_core/2026-09-04f_claude-opus-5-api-generic-v8_rep3/intermediate/CHORUS_full.yaml,data/d4d_concatenated/claudecode_api/2026-09-04f_claude-opus-5-api-generic-v8_rep3/CHORUS_d4d.yaml,34,16,27,6,286,268
2026-09-04f_claude-opus-5-api-generic-v8_rep3,VOICE,claudecode_api,baseline,2026-09-04,data/d4d_concatenated/claudecode_api_core/2026-09-04f_claude-opus-5-api-generic-v8_rep3/intermediate/VOICE_audit.json,accepted: applied to the full record (reconcile_full),True,,canonical,16,3,1,3,4,5,0,0,0,9,7,0,0,0,1,VOICE_repair_full_r1.yaml,data/d4d_concatenated/claudecode_api_core/2026-09-04f_claude-opus-5-api-generic-v8_rep3/intermediate/VOICE_full.yaml,data/d4d_concatenated/claudecode_api/2026-09-04f_claude-opus-5-api-generic-v8_rep3/VOICE_d4d.yaml,44,17,15,2,487,460
2026-09-04g_claude-opus-5-api-generic-v8_rep1,AI_READI,claudecode_api,baseline,2026-09-04,data/d4d_concatenated/claudecode_api_core/2026-09-04g_claude-opus-5-api-generic-v8_rep1/intermediate/AI_READI_audit.json,accepted: applied to the full record (reconcile_full),True,,canonical,25,1,10,4,2,8,2,0,0,5,18,0,0,0,1,AI_READI_repair_full_r1.yaml,data/d4d_concatenated/claudecode_api_core/2026-09-04g_claude-opus-5-api-generic-v8_rep1/intermediate/AI_READI_full.yaml,data/d4d_concatenated/claudecode_api/2026-09-04g_claude-opus-5-api-generic-v8_rep1/AI_READI_d4d.yaml,13,16,21,4,543,546
2026-09-04g_claude-opus-5-api-generic-v8_rep1,CM4AI,claudecode_api,baseline,2026-09-04,data/d4d_concatenated/claudecode_api_core/2026-09-04g_claude-opus-5-api-generic-v8_rep1/intermediate/CM4AI_audit.json,accepted: applied to the full record (reconcile_full),True,,canonical,6,1,1,1,1,2,0,0,0,0,6,0,0,0,1,CM4AI_repair_full_r1.yaml,data/d4d_concatenated/claudecode_api_core/2026-09-04g_claude-opus-5-api-generic-v8_rep1/intermediate/CM4AI_full.yaml,data/d4d_concatenated/claudecode_api/2026-09-04g_claude-opus-5-api-generic-v8_rep1/CM4AI_d4d.yaml,4,4,3,3,457,457
2026-09-04g_claude-opus-5-api-generic-v8_rep2,AI_READI,claudecode_api,baseline,2026-09-04,data/d4d_concatenated/claudecode_api_core/2026-09-04g_claude-opus-5-api-generic-v8_rep2/intermediate/AI_READI_audit.json,accepted: applied to the full record (reconcile_full),True,,canonical,17,1,1,5,2,8,0,0,0,5,12,0,0,0,1,AI_READI_repair_full_r1.yaml,data/d4d_concatenated/claudecode_api_core/2026-09-04g_claude-opus-5-api-generic-v8_rep2/intermediate/AI_READI_full.yaml,data/d4d_concatenated/claudecode_api/2026-09-04g_claude-opus-5-api-generic-v8_rep2/AI_READI_d4d.yaml,44,29,32,6,578,563
