project,method,type,file,total_score,max_score,percentage,cat1_structural,cat2_metadata,cat3_technical,cat4_fairness,question_scores
CHORUS,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CHORUS/github_chorus_ai_row9.txt_d4d.yaml,18,84,21.4,10,1,3,4,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:3/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:3/5,Q18:0/5,Q19:0/5,Q20:0/1"
CHORUS,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CHORUS/CHoRUS_for_Equitable_AI_d4d.yaml,10,84,11.9,8,1,0,1,"Q1:0/5,Q2:5/5,Q3:3/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
CHORUS,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CHORUS/aim-ahead-bridge2ai-for-clinical-care-informational-webinar_row9.txt_d4d.yaml,24,84,28.6,10,4,3,7,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:3/5,Q10:0/5,Q11:0/5,Q12:3/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:5/5,Q18:1/5,Q19:0/5,Q20:0/1"
CHORUS,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CHORUS/aim-ahead-bridge2ai-for-clinical-care-informational-webinar_row7_d4d.yaml,13,84,15.5,8,4,0,1,"Q1:0/5,Q2:5/5,Q3:3/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:3/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
CHORUS,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CHORUS/aim-ahead-bridge2ai-for-clinical-care-informational-webinar_row8.txt_d4d.yaml,24,84,28.6,10,4,3,7,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:3/5,Q10:0/5,Q11:0/5,Q12:3/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:5/5,Q18:1/5,Q19:0/5,Q20:0/1"
CHORUS,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CHORUS/aim-ahead-bridge2ai-for-clinical-care-informational-webinar_row8_d4d.yaml,8,84,9.5,8,0,0,0,"Q1:0/5,Q2:5/5,Q3:3/5,Q4:0/5,Q5:0/1,Q6:0/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:0/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
CHORUS,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CHORUS/github_chorus_ai_row9_d4d.yaml,10,84,11.9,8,1,0,1,"Q1:0/5,Q2:5/5,Q3:3/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
CHORUS,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CHORUS/aim-ahead-bridge2ai-for-clinical-care-informational-webinar_row7.txt_d4d.yaml,24,84,28.6,10,4,3,7,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:3/5,Q10:0/5,Q11:0/5,Q12:3/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:5/5,Q18:1/5,Q19:0/5,Q20:0/1"
CHORUS,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CHORUS/CHoRUS_for_Equitable_AI.txt_d4d.yaml,18,84,21.4,10,1,3,4,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:3/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:3/5,Q18:0/5,Q19:0/5,Q20:0/1"
CHORUS,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CHORUS/aim-ahead-bridge2ai-for-clinical-care-informational-webinar_row9_d4d.yaml,8,84,9.5,8,0,0,0,"Q1:0/5,Q2:5/5,Q3:3/5,Q4:0/5,Q5:0/1,Q6:0/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:0/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
CHORUS,gpt5,individual,data/d4d_individual/gpt5/CHORUS/CHoRUS for Equitable AI - github_d4d.yaml,6,84,7.1,6,0,0,0,"Q1:0/5,Q2:3/5,Q3:3/5,Q4:0/5,Q5:0/1,Q6:0/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:0/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
CHORUS,gpt5,individual,data/d4d_individual/gpt5/CHORUS/aim-ahead-bridge2ai-for-clinical-care-informational-webinar_d4d.yaml,6,84,7.1,6,0,0,0,"Q1:0/5,Q2:3/5,Q3:3/5,Q4:0/5,Q5:0/1,Q6:0/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:0/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
CM4AI,claudecode,concatenated,data/d4d_concatenated/claudecode/CM4AI_d4d.yaml,46,84,54.8,10,4,15,17,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:3/5,Q10:0/5,Q11:0/5,Q12:5/5,Q13:5/5,Q14:5/5,Q15:0/5,Q16:1/1,Q17:5/5,Q18:5/5,Q19:5/5,Q20:1/1"
CM4AI,claudecode_agent,concatenated,data/d4d_concatenated/claudecode_agent/CM4AI_d4d.yaml,53,84,63.1,11,12,13,17,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:1/1,Q6:1/1,Q7:5/5,Q8:3/5,Q9:3/5,Q10:0/5,Q11:0/5,Q12:5/5,Q13:0/5,Q14:5/5,Q15:3/5,Q16:1/1,Q17:5/5,Q18:5/5,Q19:5/5,Q20:1/1"
CM4AI,claudecode_assistant,concatenated,data/d4d_concatenated/claudecode_assistant/CM4AI_d4d.yaml,46,84,54.8,10,4,15,17,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:3/5,Q10:0/5,Q11:0/5,Q12:5/5,Q13:5/5,Q14:5/5,Q15:0/5,Q16:1/1,Q17:5/5,Q18:5/5,Q19:5/5,Q20:1/1"
CM4AI,gpt5,concatenated,data/d4d_concatenated/gpt5/CM4AI_d4d.yaml,28,84,33.3,10,8,3,7,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:0/1,Q7:5/5,Q8:0/5,Q9:3/5,Q10:0/5,Q11:0/5,Q12:3/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:0/1,Q17:3/5,Q18:1/5,Q19:3/5,Q20:0/1"
CM4AI,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CM4AI/doi_row3_d4d.yaml,8,84,9.5,3,1,3,1,"Q1:0/5,Q2:3/5,Q3:0/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:3/5,Q15:0/5,Q16:1/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
CM4AI,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CM4AI/dataverse_10.18130_V3_F3TD5R_row19.txt_d4d.yaml,21,84,25.0,10,6,5,0,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:5/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:5/5,Q15:0/5,Q16:0/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
CM4AI,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CM4AI/RePORT ⟩ RePORTER - CM4AI.txt_d4d.yaml,15,84,17.9,10,5,0,0,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:0/1,Q7:5/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:0/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
CM4AI,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CM4AI/creativecommons_org_licenses-by-nc-sa_row15.txt_d4d.yaml,10,84,11.9,10,0,0,0,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:0/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:0/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
CM4AI,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CM4AI/doi_row3.json_d4d.yaml,9,84,10.7,8,1,0,0,"Q1:0/5,Q2:5/5,Q3:3/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:0/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
CM4AI,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CM4AI/creativecommons_org_licenses_by_nc_sa_d4d.yaml,18,84,21.4,5,4,0,9,"Q1:0/5,Q2:5/5,Q3:0/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:3/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:3/5,Q18:5/5,Q19:0/5,Q20:0/1"
CM4AI,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CM4AI/2024.05.21.589311v1.full_d4d.yaml,15,84,17.9,10,1,3,1,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:3/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
CM4AI,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CM4AI/RePORT_RePORTER_CM4AI_d4d.yaml,15,84,17.9,8,6,0,1,"Q1:0/5,Q2:5/5,Q3:3/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:5/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
CM4AI,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CM4AI/dataverse_10.18130_V3_B35XWX_row16.txt_d4d.yaml,19,84,22.6,10,6,3,0,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:5/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:3/5,Q15:0/5,Q16:0/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
CM4AI,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CM4AI/dataverse_B35XWX_march2025_d4d.yaml,13,84,15.5,11,1,0,1,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:1/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
CM4AI,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CM4AI/2024.05.21.589311v1.full.txt_d4d.yaml,16,84,19.0,10,6,0,0,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:5/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:0/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
CM4AI,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CM4AI/dataverse_F3TD5R_june2025_d4d.yaml,12,84,14.3,10,1,0,1,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
CM4AI,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CM4AI/dataverse_10.18130_V3_F3TD5R_row19_d4d.yaml,25,84,29.8,11,6,3,5,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:1/1,Q6:1/1,Q7:5/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:3/5,Q15:0/5,Q16:1/1,Q17:0/5,Q18:0/5,Q19:3/5,Q20:1/1"
CM4AI,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CM4AI/doi_row3_d4d.yaml,11,84,13.1,6,1,3,1,"Q1:0/5,Q2:3/5,Q3:3/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:3/5,Q15:0/5,Q16:1/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
CM4AI,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CM4AI/RePORT ⟩ RePORTER - CM4AI.txt_d4d.yaml,10,84,11.9,5,5,0,0,"Q1:0/5,Q2:5/5,Q3:0/5,Q4:0/5,Q5:0/1,Q6:0/1,Q7:5/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:0/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
CM4AI,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CM4AI/dataverse_10.18130_V3_F3TD5R_row19.txt_d4d.yaml,16,84,19.0,10,6,0,0,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:5/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:0/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
CM4AI,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CM4AI/RePORT_RePORTER_CM4AI_d4d.yaml,17,84,20.2,10,6,0,1,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:5/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
CM4AI,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CM4AI/2024.05.21.589311v1.full.txt_d4d.yaml,16,84,19.0,5,8,3,0,"Q1:0/5,Q2:5/5,Q3:0/5,Q4:0/5,Q5:0/1,Q6:0/1,Q7:5/5,Q8:3/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:3/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:0/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
CM4AI,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CM4AI/creativecommons_org_licenses-by-nc-sa_row15_d4d.yaml,21,84,25.0,8,4,0,9,"Q1:0/5,Q2:5/5,Q3:3/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:3/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:3/5,Q18:5/5,Q19:0/5,Q20:0/1"
CM4AI,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CM4AI/dataverse_10.18130_V3_B35XWX_row16_d4d.yaml,25,84,29.8,11,6,3,5,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:1/1,Q6:1/1,Q7:5/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:3/5,Q15:0/5,Q16:1/1,Q17:3/5,Q18:0/5,Q19:0/5,Q20:1/1"
CM4AI,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CM4AI/doi_row3.json_d4d.yaml,4,84,4.8,3,1,0,0,"Q1:0/5,Q2:3/5,Q3:0/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:0/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
CM4AI,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CM4AI/creativecommons_org_licenses-by-nc-sa_row15.txt_d4d.yaml,5,84,6.0,5,0,0,0,"Q1:0/5,Q2:5/5,Q3:0/5,Q4:0/5,Q5:0/1,Q6:0/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:0/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
CM4AI,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CM4AI/2024.05.21.589311v1.full_d4d.yaml,17,84,20.2,10,6,0,1,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:5/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
CM4AI,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CM4AI/dataverse_10.18130_V3_B35XWX_row16.txt_d4d.yaml,16,84,19.0,10,6,0,0,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:5/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:0/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
CM4AI,gpt5,individual,data/d4d_individual/gpt5/CM4AI/doi_d4d.yaml,0,84,0.0,0,0,0,0,"Q1:0/5,Q2:0/5,Q3:0/5,Q4:0/5,Q5:0/1,Q6:0/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:0/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
CM4AI,gpt5,individual,data/d4d_individual/gpt5/CM4AI/dataverse_10.18130_V3_B35XWX_d4d.yaml,24,84,28.6,10,4,0,10,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:3/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:3/5,Q18:3/5,Q19:3/5,Q20:0/1"
CM4AI,gpt5,individual,data/d4d_individual/gpt5/CM4AI/dataverse_10.18130_V3_F3TD5R_d4d.yaml,16,84,19.0,8,3,0,5,"Q1:0/5,Q2:5/5,Q3:3/5,Q4:0/5,Q5:0/1,Q6:0/1,Q7:0/5,Q8:0/5,Q9:3/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:3/5,Q18:1/5,Q19:0/5,Q20:0/1"
CM4AI,gpt5,individual,data/d4d_individual/gpt5/CM4AI/doi_row3_d4d.yaml,2,84,2.4,0,1,0,1,"Q1:0/5,Q2:0/5,Q3:0/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
VOICE,claudecode,concatenated,data/d4d_concatenated/claudecode/VOICE_d4d.yaml,54,84,64.3,13,9,18,14,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:3/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:5/5,Q9:3/5,Q10:0/5,Q11:5/5,Q12:5/5,Q13:5/5,Q14:0/5,Q15:3/5,Q16:1/1,Q17:5/5,Q18:3/5,Q19:5/5,Q20:0/1"
VOICE,claudecode_agent,concatenated,data/d4d_concatenated/claudecode_agent/VOICE_d4d.yaml,58,84,69.0,13,9,20,16,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:3/5,Q5:0/1,Q6:1/1,Q7:5/5,Q8:0/5,Q9:3/5,Q10:0/5,Q11:5/5,Q12:5/5,Q13:5/5,Q14:0/5,Q15:5/5,Q16:1/1,Q17:5/5,Q18:5/5,Q19:5/5,Q20:0/1"
VOICE,claudecode_assistant,concatenated,data/d4d_concatenated/claudecode_assistant/VOICE_d4d.yaml,54,84,64.3,13,9,18,14,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:3/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:5/5,Q9:3/5,Q10:0/5,Q11:5/5,Q12:5/5,Q13:5/5,Q14:0/5,Q15:3/5,Q16:1/1,Q17:5/5,Q18:3/5,Q19:5/5,Q20:0/1"
VOICE,gpt5,concatenated,data/d4d_concatenated/gpt5/VOICE_d4d.yaml,0,84,0.0,0,0,0,0,"Q1:0/5,Q2:0/5,Q3:0/5,Q4:0/5,Q5:0/1,Q6:0/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:0/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
VOICE,claudecode_agent,individual,data/d4d_individual/claudecode_agent/VOICE/healthnexus_row13_d4d.yaml,3,84,3.6,3,0,0,0,"Q1:0/5,Q2:3/5,Q3:0/5,Q4:0/5,Q5:0/1,Q6:0/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:0/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
VOICE,claudecode_agent,individual,data/d4d_individual/claudecode_agent/VOICE/physionet_b2ai-voice_1.1_row17_d4d.yaml,21,84,25.0,9,11,0,1,"Q1:0/5,Q2:3/5,Q3:3/5,Q4:3/5,Q5:0/1,Q6:1/1,Q7:5/5,Q8:5/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
VOICE,claudecode_agent,individual,data/d4d_individual/claudecode_agent/VOICE/RePORT ⟩ RePORTER - VOICE_d4d.yaml,9,84,10.7,6,3,0,0,"Q1:0/5,Q2:3/5,Q3:3/5,Q4:0/5,Q5:0/1,Q6:0/1,Q7:3/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:0/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
VOICE,claudecode_agent,individual,data/d4d_individual/claudecode_agent/VOICE/B2AI-Voice DTUA 2025 2025-09-04_d4d.yaml,18,84,21.4,6,11,0,1,"Q1:0/5,Q2:3/5,Q3:3/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:5/5,Q8:5/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
VOICE,claudecode_agent,individual,data/d4d_individual/claudecode_agent/VOICE/physionet_b2ai-voice_1.1_row14_d4d.yaml,21,84,25.0,9,11,0,1,"Q1:0/5,Q2:3/5,Q3:3/5,Q4:3/5,Q5:0/1,Q6:1/1,Q7:5/5,Q8:5/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
VOICE,claudecode_agent,individual,data/d4d_individual/claudecode_agent/VOICE/docs_google_com_document-d_row13_d4d.yaml,0,84,0.0,0,0,0,0,"Q1:0/5,Q2:0/5,Q3:0/5,Q4:0/5,Q5:0/1,Q6:0/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:0/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
VOICE,claudecode_agent,individual,data/d4d_individual/claudecode_agent/VOICE/github_eipm_bridge2ai-docs_README_row22_d4d.yaml,8,84,9.5,6,1,0,1,"Q1:0/5,Q2:3/5,Q3:3/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
VOICE,claudecode_agent,individual,data/d4d_individual/claudecode_agent/VOICE/B2AI-Voice_DTUA_2025_d4d.yaml,18,84,21.4,6,11,0,1,"Q1:0/5,Q2:3/5,Q3:3/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:5/5,Q8:5/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
VOICE,claudecode_agent,individual,data/d4d_individual/claudecode_agent/VOICE/github_eipm_bridge2ai-docs_row22_d4d.yaml,3,84,3.6,3,0,0,0,"Q1:0/5,Q2:3/5,Q3:0/5,Q4:0/5,Q5:0/1,Q6:0/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:0/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
