# URI-level SSSOM - Interface Subset Attributes
# Filtered from comprehensive URI SSSOM to include only interface attributes
# Date: 2026-03-23T23:31:27.021448
# Total interface attributes: 83
# (Out of 268 total D4D attributes)
#
# Status breakdown:
#   free_text: 4
#   mapped: 59
#   novel_d4d: 20
#
# Current slot_uri coverage: 83/83 (100.0%)
# Attributes needing slot_uri: 0/83 (0.0%)
#
# d4d_module: D4D schema module containing this attribute
#
d4d_slot_name	d4d_module	d4d_slot_uri_current	subject_source	predicate_id	d4d_slot_uri_recommended	object_id	object_label	object_source	confidence	mapping_justification	comment	mapping_status	needs_slot_uri	vocab_crosswalk	author_id	mapping_date	mapping_set_id	mapping_set_version	d4d_module
retention_limit	D4D_Maintenance	d4d:retentionLimit	https://w3id.org/bridge2ai/data-sheets-schema/	skos:exactMatch	d4d:retention_limit	d4d:retention_limit	retention_limit	https://w3id.org/bridge2ai/data-sheets-schema/	1.0	semapv:ManualMappingCuration	Novel D4D concept - should use d4d: namespace	novel_d4d	no	false	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Maintenance
sampling_strategies	D4D_Collection	d4d:samplingStrategies	https://w3id.org/bridge2ai/data-sheets-schema/	skos:exactMatch	d4d:sampling_strategies	d4d:sampling_strategies	sampling_strategies	https://w3id.org/bridge2ai/data-sheets-schema/	1.0	semapv:ManualMappingCuration	Novel D4D concept - should use d4d: namespace	novel_d4d	no	false	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Collection
sensitive_elements	D4D_Composition	d4d:sensitiveElements	https://w3id.org/bridge2ai/data-sheets-schema/	skos:closeMatch	rai:personalSensitiveInformation	rai:personalSensitiveInformation	personalSensitiveInformation	http://mlcommons.org/croissant/RAI/	0.9	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Composition
sha256	D4D_Base	dcterms:identifier	http://purl.org/dc/terms/	skos:exactMatch	evi:sha256	evi:sha256	sha256	https://w3id.org/EVI#	1.0	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Base
status	Unknown	dcterms:type	http://purl.org/dc/terms/	skos:exactMatch	schema:creativeWorkStatus	schema:creativeWorkStatus	creativeWorkStatus	https://schema.org/	1.0	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	Unknown
subpopulations	D4D_Composition	d4d:subpopulations	https://w3id.org/bridge2ai/data-sheets-schema/	skos:relatedMatch	schema:variableMeasured	schema:variableMeasured	variableMeasured	https://schema.org/	0.7	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Composition
subsets	D4D_Composition	dcat:distribution	https://www.w3.org/ns/dcat#	skos:relatedMatch	schema:hasPart	schema:hasPart	hasPart	https://schema.org/	0.7	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Composition
tasks	D4D_Motivation	d4d:tasks	https://w3id.org/bridge2ai/data-sheets-schema/	skos:exactMatch	rai:dataUseCases	rai:dataUseCases	dataUseCases	http://mlcommons.org/croissant/RAI/	1.0	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Motivation
title	Unknown	dcterms:title	http://purl.org/dc/terms/	skos:exactMatch	schema:name	schema:name	name	https://schema.org/	1.0	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	Unknown
updates	D4D_Maintenance	d4d:updates	https://w3id.org/bridge2ai/data-sheets-schema/	skos:exactMatch	rai:dataReleaseMaintenancePlan	rai:dataReleaseMaintenancePlan	dataReleaseMaintenancePlan	http://mlcommons.org/croissant/RAI/	1.0	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Maintenance
use_repository	D4D_Uses	d4d:useRepository	https://w3id.org/bridge2ai/data-sheets-schema/	skos:relatedMatch	schema:relatedLink	schema:relatedLink	relatedLink	https://schema.org/	0.7	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Uses
variables	D4D_Variables	schema:variableMeasured	https://schema.org/	skos:exactMatch	schema:variableMeasured	schema:variableMeasured	variableMeasured	https://schema.org/	1.0	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	false	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Variables
version	Unknown	dcterms:hasVersion	http://purl.org/dc/terms/	skos:exactMatch	schema:version	schema:version	version	https://schema.org/	1.0	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	Unknown
version_access	D4D_Maintenance	dcat:accessURL	https://www.w3.org/ns/dcat#	skos:relatedMatch	schema:version	schema:version	version	https://schema.org/	0.7	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Maintenance
vulnerable_populations	Unknown	d4d:vulnerablePopulations	https://w3id.org/bridge2ai/data-sheets-schema/	skos:exactMatch	d4d:vulnerable_populations	d4d:vulnerable_populations	vulnerable_populations	https://w3id.org/bridge2ai/data-sheets-schema/	1.0	semapv:ManualMappingCuration	Novel D4D concept - should use d4d: namespace	novel_d4d	no	false	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	Unknown
was_derived_from	Unknown	prov:wasDerivedFrom	http://www.w3.org/ns/prov#	skos:exactMatch	schema:isBasedOn	schema:isBasedOn	isBasedOn	https://schema.org/	1.0	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	Unknown
